,AgeGap,AgeLimits,Algorithm Name,BestKnownFront,Crowding,Encoding.ProblemSize,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,ProblemSize,ReferencePoint,Seed,Selector.NumberOfSelectedSubScopes,Spacing,TestFunction,TopLayerPopulationSize,TopLayerSelector.NumberOfSelectedSubScopes
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 2",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],17.73318224,20,300096,05:07.8,1300,3,3,0.530997913,1330.909792,17.73318224,62.69686343,1330.378794,[[0;1.89849370360619;0][0;0;1.89795725216079][1.89829556537094;0;0][0.927507977990746;0.477931006918835;0.492518267713591][...]],12.20788014,15,20,[11;11;11],902831707,200,12.20788014,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 3",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],13.90435386,20,300096,25:16.5,1300,3,3,0.010484566,1330.998287,13.96174871,52.21848916,1330.987803,[[0;0.683896015710872;0][0;0;0.674859051493392][0.683831501668585;0;0][0.580893750325708;0.051062863647772;0.0519652509023331][...]],9.089679195,15,20,[11;11;11],1631728781,200,9.13897317,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 4",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],18.85972024,20,300096,05:26.7,1300,3,3,4.303344736,1330.962355,18.85972024,71.8956009,1326.65901,[[0;0;4.00964162473755][4.00964486116343;0;0][0;4.00967052778319;0][1.75256553381437;1.47133601631965;0.78588988198958][...]],10.89595639,15,20,[11;11;11],991407870,200,10.89595639,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 5",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],14.80269783,20,300096,04:43.1,1300,3,3,5.984486072,1330.99629,14.80269783,56.01636472,1325.011804,[[3.08100905316088;0;0][0;0;3.0810090430987][0;3.08100903423326;0][0.840088017728869;0.778102851741272;1.4628181950175][...]],9.254001116,15,20,[11;11;11],831995509,200,9.254001116,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 6",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],7.848436493,20,300096,04:39.2,1300,3,3,4.634612321,1330.839232,7.848436493,30.03233822,1326.20462,[[0;0;4.09883005155659][4.09956593889894;0;0][0;4.09909366308493;0][1.49338100378096;2.26000698716324;0.345733012234115][...]],3.350779882,15,20,[11;11;11],1938635821,200,3.350779882,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 7",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],9.647865727,20,300096,26:48.8,1300,3,3,0.036568689,1330.94024,9.860678015,36.30579723,1330.903672,[[0;2.5982644270239;0][2.598259302206;0;0][0;0;2.59824368272908][0.282825546767507;1.51114285818308;0.804308412698723][...]],4.851003703,15,20,[11;11;11],99841588,200,4.860168591,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 8",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],9.647865727,20,300096,26:19.0,1300,3,3,0.036568689,1330.94024,9.860678015,36.30579723,1330.903672,[[0;2.5982644270239;0][2.598259302206;0;0][0;0;2.59824368272908][0.282825546767507;1.51114285818308;0.804308412698723][...]],4.851003703,15,20,[11;11;11],99841588,200,4.860168591,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 9",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],6.868292383,20,300096,04:45.6,1300,3,3,1.688732287,1330.89577,6.99808463,26.57153006,1329.207038,[[0;0;2.646968353963][2.64696966019225;0;0][0;2.64697004412603;0][0.134605661114728;1.75417761854605;0.758186512455286][...]],3.76918969,15,20,[11;11;11],1379587919,200,3.668276768,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 10",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],16.70678328,20,300096,11:12.7,1300,3,3,0.438585855,1330.938029,16.37579821,53.31859204,1330.499443,[[1.76522049633184;0;0][0;1.76521079910233;0][0;0;1.7652102139624][0.493609931403284;0.54570221442275;0.725908352899273][...]],11.46416651,15,20,[11;11;11],1653940574,200,10.77374373,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 11",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],13.47351498,20,300096,04:56.8,1300,3,3,2.356708554,1330.8313,14.03287262,43.56172329,1328.474592,[[2.79571841098721;0;0][0;2.79571841116378;0][0;0;2.79566536736119][0.788778993576739;1.72061441011521;0.286325776982153][...]],9.615115615,15,20,[11;11;11],57843029,200,9.603383528,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 12",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],20.86469352,20,300096,26:00.5,1300,3,3,0.070780227,1330.989357,20.86469352,81.26898574,1330.918577,[[0;0;1.78388455640991][0;1.78388455467796;0][1.78400277513521;0;0][0.543506655368635;0.344185417070398;0.896346994425973][...]],10.57064861,15,20,[11;11;11],818666054,200,10.57064861,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 13",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],19.4803793,20,300096,04:53.4,1300,3,3,6.900722284,1330.976397,20.61607661,78.18732287,1324.075675,[[0;3.75765493191419;0][0;0;3.75765488361274][3.75765497284571;0;0][1.28104672805232;1.41292805039134;1.06368024549275][...]],9.829043985,15,20,[11;11;11],1899698148,200,9.935325393,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 14",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],16.29024173,20,300096,04:56.1,1300,3,3,37.88968453,1330.49621,16.05357102,62.42286905,1292.606525,[[0;0;6.63206651957316][0;6.63217280506273;0][6.63206927748156;0;0][2.44011727026273;1.58314776734092;2.60971236242094][...]],9.178903608,15,20,[11;11;11],1876190305,200,8.436448439,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 15",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],14.67687232,20,300096,05:03.7,1300,3,3,4.770540589,1330.941178,15.3619974,58.87662442,1326.170638,[[3.38257119719386;0;0][0;3.382588324678;0][0;0;3.38215274308854][2.15059520849419;1.10653074490193;0.125315531437957][...]],9.818203755,15,20,[11;11;11],787005768,200,9.767530199,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 16",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],7.219906653,20,300096,05:03.4,1300,3,3,0.20839934,1330.916989,7.490696821,28.29534771,1330.70859,[[0;1.57708545530976;0][0;0;1.57645309807616][1.57561247499373;0;0][0.309856604904058;0.956316507224241;0.311132635424749][...]],4.53582028,15,20,[11;11;11],2093606071,200,4.545139248,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 17",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],16.2156787,20,300096,04:51.0,1300,3,3,3.868184379,1330.682324,17.36554379,63.72664765,1326.814139,[[0;0;4.09552868770034][4.09723953112852;0;0][0;4.09165437644329;0][1.17719831884476;1.69560325599974;1.22276901316751][...]],9.194957753,15,20,[11;11;11],18594346,200,9.146860102,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 18",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],11.76566198,20,300096,04:28.7,1300,3,3,0.401472067,1330.918634,12.04907414,43.08275508,1330.517162,[[1.70259924406341;0;0][0;1.70240836574066;0][0;0;1.70260281240938][0.430080107558743;0.956989686794048;0.315709214139914][...]],5.503982436,15,20,[11;11;11],1240280155,200,5.499842774,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 19",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],15.51739441,20,300096,05:07.5,1300,3,3,50.64364972,1330.860307,15.51739441,61.84221687,1280.216657,[[0;0;8.78126189962557][8.78125792790484;0;0][0;8.7812628850121;0][3.9401546781132;3.89871889603468;0.94241358890655][...]],7.627590628,15,20,[11;11;11],1870799890,200,7.627590628,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 20",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],14.58921861,20,300096,04:37.6,1300,3,3,11.30850044,1330.959301,15.51115461,59.28667558,1319.6508,[[0;4.94191493636481;0][0;0;4.94190388254633][4.94190789002281;0;0][0.961302083032007;0.382979923282411;3.59762187623262][...]],8.434328168,15,20,[11;11;11],887998736,200,8.406300528,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 21",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],12.81897216,20,300096,04:53.4,1300,3,3,0.991411227,1330.986811,13.34576912,49.8208198,1329.9954,[[0;1.97279511280782;0][1.97301549951173;0;0][0;0;1.97301769886941][1.021090988414;0.628725039283524;0.323156786816803][...]],9.614274916,15,20,[11;11;11],1490945729,200,9.552673085,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 22",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],15.71148513,20,300096,04:37.4,1300,3,3,54.85498898,1330.381387,16.33505314,60.51442631,1275.526399,[[0;0;7.11519353839228][7.115146114253;0;0][0;7.11538867617733;0][1.093188235963;5.1102930969638;0.91203706201941][...]],9.052057516,15,20,[11;11;11],826514533,200,9.301344656,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 23",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],14.20472351,20,300096,04:46.4,1300,3,3,0.296978965,1330.989622,15.15170508,54.83367118,1330.692643,[[1.63933088807077;0;0][0;1.63933088807077;0][0;0;1.63934129012474][0.588918800522142;0.994921198673411;0.0555784279623045][...]],9.260314133,15,20,[11;11;11],1590990393,200,8.891481791,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 24",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],18.41329577,20,300096,04:32.6,1300,3,3,0.180556915,1330.926349,18.41329577,60.60720348,1330.745792,[[0;2.00941100632966;0][2.00939864375257;0;0][0;0;2.00939870655726][0.429914090992452;1.20485858852952;0.374636630635957][...]],13.78623878,15,20,[11;11;11],782057108,200,13.78623878,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 25",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],13.83453156,20,300096,04:26.4,1300,3,3,9.88620857,1330.381387,14.52967073,54.71499737,1320.495179,[[5.97516780699233;0;0][0;0;5.97513258473007][0;5.97497528757841;0][2.85295891254903;0.636685828772161;2.48549447067189][...]],7.54808434,15,20,[11;11;11],1330156067,200,7.548455791,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 26",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],11.45284008,20,300096,04:21.8,1300,3,3,1.87240834,1330.960979,11.45284008,46.02516818,1329.088571,[[0;0;2.28158526941417][2.28158566720583;0;0][0;2.28158552167549;0][0.803451306046136;0.364198986308739;1.1139353736123][...]],8.177951215,15,20,[11;11;11],418749194,200,8.177951215,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 27",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],11.43901304,20,300096,04:42.7,1300,3,3,0.496285153,1330.672551,11.43901304,46.64470892,1330.176266,[[0;0;4.02958345342085][4.0294703682256;0;0][0;4.02952527463817;0][3.90478526217137;0.124716013961036;0][...]],5.748873894,15,20,[11;11;11],753482869,200,5.748873894,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 28",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],12.88904801,20,300096,04:27.9,1300,3,3,0.718606486,1330.980034,12.88904801,51.6017199,1330.261428,[[2.01705645190461;0;0][0;0;2.01589010003477][0;2.01761833828381;0][1.12596911403973;0.462903428472082;0.429224618198866][...]],6.468617161,15,20,[11;11;11],384837733,200,6.468617161,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 29",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],17.30044838,20,300096,05:12.2,1300,3,3,1.37871226,1330.757149,17.30044838,68.71843887,1329.378437,[[0;3.22414080117471;0][3.22408084129605;0;0][0;0;3.22406686229072][1.17157796277821;1.80982378695722;0.252727228491845][...]],10.87632388,15,20,[11;11;11],1887255576,200,10.87632388,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 30",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],9.019179392,20,300096,05:22.5,1300,3,3,0,1330.979006,9.299008976,32.52012191,1330.979006,[[0;2.08831655156408;0][2.08831685274858;0;0][0;0;2.08831546414611][0.208399182915487;0.568564636378649;1.31135345153424][...]],5.477698377,15,20,[11;11;11],2036693065,200,5.499671161,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 31",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],14.17872322,20,300096,11:57.1,1300,3,3,1.256227825,1330.956446,14.42599972,56.11635344,1329.700219,[[0;2.00201360656865;0][0;0;2.00201360656954][2.00201360657078;0;0][0.369594923094768;0.731919602662488;0.900499080814417][...]],6.557454253,15,20,[11;11;11],2001844425,200,6.564602833,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 32",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],11.58258069,20,300096,04:43.2,1300,3,3,0.4718385,1330.974249,12.56249241,45.47245489,1330.502411,[[0;1.22694010905167;0.326946891541939][0;1.55388484232929;0][1.55388569112588;0;0][0;0;1.55388482558073][...]],5.780700694,15,20,[11;11;11],1683918106,200,5.730736712,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 33",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],11.29930747,20,300096,04:50.0,1300,3,3,2.955437937,1330.980371,11.29930747,42.65495179,1328.024933,[[0;4.02420809022487;0][0;0;4.02420779750489][4.02420846544348;0;0][0.688045217024448;3.13318715937074;0.202975806032898][...]],6.018366175,15,20,[11;11;11],1969064825,200,6.018366175,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 34",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],12.41129641,20,300096,05:04.6,1300,3,3,3.874625322,1330.88122,12.41129641,48.07450119,1327.006594,[[0;0;3.18082229542106][0;3.1768245214468;0][3.18094270948005;0;0][0.922476375647652;0.544681551278808;1.71401498760808][...]],6.667303429,15,20,[11;11;11],691219883,200,6.667303429,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 35",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],7.218346308,20,300096,09:50.6,1300,3,3,0.088594762,1330.988492,7.378176756,27.88224394,1330.899897,[[0;1.00665709235105;0][0;0;1.00665709789612][1.0066570960615;0;0][0.524108456882243;0.350690386851982;0.131858257638762][...]],4.241284863,15,20,[11;11;11],851024441,200,4.218330577,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 36",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],7.665487946,20,300096,28:04.4,1300,3,3,0.253812383,1330.998737,7.665487946,27.44547115,1330.744925,[[0;0;1.62720280117173][0;1.62752856401919;0][1.62734134735923;0;0][0.324208107647403;0.962480664372861;0.341118391094716][...]],3.59076618,15,20,[11;11;11],2093667743,200,3.59076618,DTLZ1,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 37",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[0;0;0.5][0;0.005;0.495][5E-05;0.00495;0.495][0.0001;0.0049;0.495][0.00015;0.00485;0.495][0.0002;0.0048;0.495][...]],12.01439859,20,300096,26:16.0,1300,3,3,2.640902513,1330.381387,12.27583284,41.46498514,1327.740485,[[0;0;5.40807064888639][0;5.40807060502352;0][3.90851547034724;0;0][0.070623304179326;0.113963423204366;3.72392875375225][...]],9.319795318,15,20,[11;11;11],154105772,200,9.338243207,DTLZ1,20,200
