,AgeGap,AgeLimits,Algorithm Name,Execution Time,Generations,NonDominatedElites,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents,Problem
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3} Run 54",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3}",05:04.8,1939,3,10,10,9.57E-05,1331,0.370119509,0.874908572,1330.999904,[[3.74915180455534E-33;6.36764998275032E-17;1.03995050538075][6.12303176466947E-17;1.75695571986113E-20;7.53274262610688][...]],0.310333018,16,1668071122,32,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3} Run 55",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3}",05:03.4,1939,3,10,10,2.26E-10,1331,0.506111704,1.223679212,1331,[[6.12303176911188E-17;6.49104877059156;2.37750868526697E-07][3.74915180455534E-33;6.4289708726875E-17;1.04996529743957][...]],0.22882216,16,1819394293,32,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3} Run 47",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3}",16:15.8,10982,3,10,8,3.406923444,1331,∞,0.925963363,1327.593077,[[1;0;0][6.1230316002242E-17;4.21698170631498E-20;2.93227350978629][6.12303176911189E-17;3.3629343459786;0][...]],1.313867576,5,1626001770,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3} Run 56",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3}",05:04.5,1939,3,10,10,4.55E-13,1331,0.438378123,0.701559427,1331,[[1;0;0][6.12301706004902E-17;7.82637699570612E-19;5.83136557377054][3.74915180455534E-33;6.44912439602725E-17;1.05325672627739][...]],0.322293851,16,1294847648,32,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3} Run 57",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3}",05:04.7,1939,3,10,10,1.70E-06,1331,0.351816661,0.948955741,1330.999998,[[3.74915180455534E-33;6.48184589857705E-17;1.05860072967043][6.1228514582146E-17;2.15406213480178E-18;4.58407993814571][...]],0.203239061,16,2075152890,32,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=0} Run 62",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=0}",16:18.1,10982,0,10,8,0.375164225,1331,3.608530473,0.540186838,1330.624836,[[1;0;0][6.12303176911184E-17;2.50717778520881E-23;3.27829022191476][6.12303176911189E-17;1.59372379374891;0][...]],0.913292978,5,149736351,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=1} Run 61",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=1}",16:17.9,10982,1,10,8,3.038541256,1331,1.752291821,1.046795211,1327.961459,[[1;0;0][6.12303166569951E-17;3.44866002807248E-20;3.06454414715455][6.12295226531224E-17;3.13999315323444;0.0160014233069606][...]],0.46804782,5,599908454,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3} Run 58",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3}",05:04.7,1939,3,10,10,2.27E-13,1331,0.412305284,1.256637417,1331,[[1;0;0][3.74915180455534E-33;6.39820768365006E-17;1.04494112147618][6.12301715751663E-17;5.68891191532684;0.0124282661488433][...]],0.190011687,16,1524802613,32,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3} Run 59",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3}",05:05.6,1939,3,10,10,1.59E-12,1331,0.406020491,0.836455037,1331,[[6.12302971550015E-17;2.42406598540558E-19;4.8337818933047][1;0;0][3.74915180455534E-33;6.40879937341051E-17;1.04667093281145][...]],0.261369257,16,1815690095,32,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3} Run 48",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3}",16:17.9,10982,3,10,8,1.257053475,1331,8.506253641,1.720939954,1329.742947,[[1;0;0][6.12303176911189E-17;1.24714141457045;0][6.12303176911189E-17;0;1.01060766126138][3.74915180455534E-33;6.1716965466062E-17;1.00794782377903][...]],2.505009333,5,1347237418,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3} Run 60",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3}",05:05.4,1939,3,10,10,2.27E-13,1331,0.39013934,1.154098113,1331,[[1;0;0][3.74915180455534E-33;6.39468776606391E-17;1.04436625632459][6.1230315626174E-17;4.7283070200105;0.00122798100311607][...]],0.128504374,16,582346097,32,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=0} Run 63",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=0}",16:19.1,10982,0,10,8,0.003083946,1331,1.762852192,0.586019482,1330.996916,[[1;0;0][6.12295238685373E-17;1.04288165325997E-18;3.34484853355723][6.123031769098E-17;2.45906492902929;5.23661532789195E-06][...]],0.66123631,5,461232435,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=1} Run 62",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=1}",16:19.4,10982,1,10,8,1.259431223,1331,2.336794417,1.339091263,1329.740569,[[1;0;0][6.11737317411926E-17;1.39470791984215E-17;5.29945329249002][3.74915180455534E-33;6.17474710720225E-17;1.00844603458555][...]],0.830032238,5,1441684477,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3} Run 61",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3}",05:04.7,1939,3,10,10,4.10E-08,1331,0.4066821,1.080471483,1331,[[6.12105598803855E-17;5.9567875233395E-18;3.82982986956649][3.74915180455534E-33;6.37872963464669E-17;1.04176000961234][...]],0.246695027,16,97922375,32,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3} Run 62",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3}",05:03.2,1939,3,10,10,0.034422617,1331,0.55347865,1.432300821,1330.965577,[[6.12303175267035E-17;6.99109239589861;0.000512327856559259][1;0;0][3.74915180455534E-33;6.4040051016389E-17;1.04588794295408][...]],0.164081908,16,1662909340,32,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3} Run 49",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3}",16:18.8,10982,3,10,8,1.416754894,1331,3.415317462,1.117874246,1329.583245,[[1;0;0][6.12303070290322E-17;2.25679400251868E-19;6.24557716783785][3.74915180455534E-33;6.19255908682806E-17;1.01135504768519][...]],1.778500646,5,229226652,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3} Run 63",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=5, NonDominatedElites=3}",05:05.0,1939,3,10,10,5.68E-08,1331,0.449382126,0.991794914,1331,[[1;0;0][6.12303176911189E-17;0;9.74950888415117][6.12303085868198E-17;4.4930145097512;0.00245015110200469][...]],0.582336709,16,1562676023,32,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=0} Run 64",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=0}",16:02.9,10982,0,10,8,1.649787027,1331,1.807354443,0.765278998,1329.350213,[[1;0;0][6.12128615660633E-17;4.11372895625891E-18;2.81380795176613][6.12303176911189E-17;0;1.00645350844328][...]],0.79155684,5,1967323667,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=1} Run 63",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=1}",16:02.4,10982,1,10,8,0.046609683,1331,2.337662458,0.561679175,1330.95339,[[1;0;0][6.0447443167605E-17;2.92944856830637;0.472998351081392][5.9036569277329E-17;2.74388486856768E-17;1.68927144140389][...]],0.49724365,5,572986805,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3} Run 50",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3}",15:01.4,10982,3,10,8,6.190271958,1331,3.697615418,3.0503962,1324.809728,[[1;0;0][6.12118982237353E-17;9.32327677559761E-18;6.20818217825687][6.12303176158285E-17;6.31993451160576;0.000313410757956372][...]],0.858970414,5,2032449136,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=0} Run 65",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=0}",14:32.5,10982,0,10,8,1.060109606,1331,∞,0.46936623,1329.93989,[[1;0;0][6.1158400647379E-17;8.50718647011488E-18;2.86747305393316][6.12303176911189E-17;0;1.00921110324953][...]],0.78708947,5,156491772,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=1} Run 64",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=1}",14:33.4,10982,1,10,8,1.022755603,1331,1.780084968,0.471016568,1329.977244,[[1;0;0][6.12303171255252E-17;2.24006282450982E-20;2.69159475575321][6.12303172326288E-17;1.64866014741105;0.000201756649726776][...]],0.517151851,5,850769245,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3} Run 51",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3}",14:34.3,10982,3,10,8,1.020245495,1331,2.112956273,0.603554466,1329.979755,[[1;0;0][5.91810969186182E-17;4.5422209164166E-17;2.89161220233332][6.12303176911189E-17;1.43719648363769;0][...]],0.439995162,5,658852278,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=0} Run 66",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=0}",14:35.8,10982,0,10,8,2.230755773,1331,1.297676535,0.764944862,1328.769244,[[1;0;0][6.12303176911189E-17;3.27494898238844;0][6.06668138306096E-17;9.31265521245717E-18;1.1236429552788][...]],0.465584777,5,1111617238,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=1} Run 65",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=1}",14:36.3,10982,1,10,8,1.958768188,1331,∞,0.449759518,1329.041232,[[1;0;0][6.12303176910951E-17;2.23310222485008;1.96809509752709E-06][6.12303176911189E-17;0;1.01011141348872][...]],0.494952558,5,1052680040,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3} Run 52",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3}",14:37.0,10982,3,10,8,3.226202017,1331,3.721439212,1.515664951,1327.773798,[[1;0;0][6.12303176911189E-17;3.18914471155568;0][6.12302812147111E-17;3.16354332216739E-19;4.7333603191251][...]],1.127196145,5,927898372,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=0} Run 67",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=0}",14:36.5,10982,0,10,8,2.047176472,1331,1.349568871,0.651369125,1328.952824,[[1;0;0][6.11205386019027E-17;9.36947732944955E-18;2.55653678768915][6.12303176911189E-17;2.02727797887327;0][...]],0.759948025,5,429184545,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=1} Run 66",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=1}",14:35.5,10982,1,10,8,1.416396625,1331,1.356042838,0.563440568,1329.583603,[[1;0;0][6.12303176909826E-17;4.21017500887649E-22;3.25929197092505][6.12303176911189E-17;1.68891594295494;2.4274047970778E-08][...]],0.616390994,5,1267582208,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3} Run 53",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3}",14:35.4,10982,3,10,8,1.059202527,1331,∞,0.50540396,1329.940797,[[1;0;0][5.94870641518682E-17;4.42703354585884E-17;3.05174070997173][6.12302970216307E-17;1.03290266561255;0.000848703729016333][...]],0.829639261,5,2102517822,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=0} Run 68",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=0}",14:34.0,10982,0,10,8,1.285555678,1331,∞,0.160261662,1329.714444,[[1;0;0][6.03169195400701E-17;1.14703923672586E-17;1.08861838378045][6.12303176911189E-17;1.27323381849491;0][...]],0.734957918,5,1323355813,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=1} Run 67",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=1}",14:34.6,10982,1,10,8,0.000318861,1331,2.602161649,0.641638454,1330.999681,[[1;0;0][6.12303173970457E-17;1.70995436221284E-20;2.84943371277815][6.12303176911189E-17;2.94620339650057;0][...]],1.109635814,5,1619951130,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3} Run 54",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3}",14:35.2,10982,3,10,8,2.379444774,1331,4.453579801,1.726760986,1328.620555,[[1;0;0][6.1230317691104E-17;1.90585078134075E-22;4.47201006482383][6.12303176911189E-17;5.71101773445495;0][...]],1.142001983,5,967353283,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=0} Run 69",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=0}",14:36.9,10982,0,10,8,1.393036773,1331,3.725228581,0.314683726,1329.606963,[[1;0;0][6.12303176911189E-17;1.71152807463801;0][6.12303176911189E-17;0;1.01370050677215][5.93102819623969E-17;1.82963254151682E-17;1.20265911453898][...]],0.522235515,5,239222632,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=1} Run 68",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=1}",14:36.1,10982,1,10,8,1.533934679,1331,1.50455037,0.552459659,1329.466065,[[1;0;0][6.12303176911189E-17;3.03522441219111;0][6.12303176911189E-17;0;1.0079128999222][3.74915180455534E-33;6.17139028207692E-17;1.00789780533379][...]],0.629568049,5,1330479739,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3} Run 55",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3}",14:35.5,10982,3,10,8,2.98381119,1331,1.29146263,0.791133826,1328.016189,[[1;0;0][6.12303176911189E-17;2.93936773090545;0][6.12293738987292E-17;7.84160368594998E-19;2.30658823805649][...]],1.139246981,5,585469861,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=0} Run 70",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=0}",14:35.4,10982,0,10,8,2.916701105,1331,3.795128977,1.81560582,1328.083299,[[1;0;0][6.07991266279919E-17;5.0205216159253;0.598988787532219][6.12303176875626E-17;2.8804803551654E-21;4.36486531604555][...]],0.932608876,5,535825197,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=1} Run 69",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=1}",14:35.2,10982,1,10,8,1.043184612,1331,∞,0.148500006,1329.956815,[[1;0;0][6.12303176911189E-17;0;1.0136601151248][3.74915180455534E-33;6.20667308799077E-17;1.0136601151248][...]],0.669272846,5,1394077766,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3} Run 56",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3}",13:20.4,10982,3,10,8,3.69E-07,1331,3.411870882,0.942635736,1331,[[1;0;0][3.74915180455534E-33;6.19040354264554E-17;1.0110030089789][6.12303176911189E-17;0;1.0110030089789][...]],0.963480504,5,197554310,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3} Run 57",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3}",12:18.2,10982,3,10,8,1.757881026,1331,2.033514893,0.960113526,1329.242119,[[1;0;0][6.1230264380712E-17;3.32248216330164E-19;4.11205107294101][6.12299189840873E-17;1.91957284765338;0.0069273225238155][...]],0.635395612,5,1108380176,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3} Run 58",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3}",12:15.7,10982,3,10,8,1.084787371,1331,2.352112239,1.212785235,1329.915213,[[1;0;0][6.11918903706461E-17;6.52541602779254E-18;3.00855565592944][6.12303071607313E-17;5.44698349671087;0.00319455253667966][...]],1.37477674,5,980411741,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3} Run 59",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3}",12:15.6,10982,3,10,8,7.298473491,1331,2.259060127,1.809840492,1323.701527,[[1;0;0][6.12303176911189E-17;7.21781704163884;3.90566772325048E-110][6.12303176911189E-17;0;1.01134381084339][...]],2.449676182,5,23875009,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3} Run 60",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3}",12:17.4,10982,3,10,8,1.298832547,1331,1.979668181,1.261199408,1329.701167,[[1;0;0][6.12303176911125E-17;4.50924611251888;2.05501820948872E-06][6.12190953503586E-17;5.29071754310779E-18;4.51330306105208][...]],0.746510273,5,1616283267,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3} Run 61",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3}",12:15.3,10982,3,10,8,2.35E-05,1331,1.999378953,0.805153312,1330.999977,[[1;0;0][6.12300629562292E-17;6.39438566798245E-19;3.62040209894967][3.74915180455534E-33;6.23324846944311E-17;1.01800034761982][...]],0.575548851,5,1131130658,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3} Run 62",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3}",12:22.3,10982,3,10,8,2.566332089,1331,4.371380933,2.376195502,1328.433668,[[1;0;0][6.12303176880234E-17;4.43770298900164E-21;7.20776189139068][3.74915180455534E-33;6.17743033466355E-17;1.00888425335731][...]],1.115921697,5,154464141,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3} Run 63",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=300, NonDominatedElites=3}",12:21.5,10982,3,10,8,1.038302942,1331,1.91689139,0.491795925,1329.961697,[[1;0;0][6.1230288339981E-17;3.61616137388561;0.00354072479245113][5.9462057998793E-17;1.60641263862523E-17;1.09962390049606][...]],0.962242188,5,709474097,10,DTLZ4
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=150, NonDominatedElites=0} Run 68",150,[150;300;600;1350;2400],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=150, NonDominatedElites=0}",01:15.9,6471,0,5,5,0.083273865,1324.481722,0.660175985,0.00658744,1324.398448,[[4.3337627555032E-17;4.36415350454757E-17;1.00446859397899][4.36350186992846E-17;4.33368530050625E-17;1.00438416744176][...]],0.107617689,10,1247075222,20,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=150, NonDominatedElites=1} Run 69",150,[150;300;600;1350;2400],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=150, NonDominatedElites=1}",01:16.0,6471,1,5,5,0.777103476,1324.504306,0.812886723,0.127841733,1323.727203,[[4.33278388739227E-17;4.35592839486873E-17;1.00340311844494][4.35592497003809E-17;4.33278347925613E-17;1.00340267487565][...]],0.124174963,10,644887826,20,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 71",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",01:47.0,5983,0,10,10,1.085160306,1324.367774,∞,0.136075202,1323.282614,[[4.39475622208614E-17;4.33854480877433E-17;1.00856969697653][0.71789060229282;0.708389095632831;0][4.33749359333854E-17;4.39570654413314E-17;1.00855955995164][...]],0.273195325,5,96206950,10,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 70",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",01:47.1,5983,1,10,10,0.426575073,1324.367774,1.477466762,0.006758133,1323.941199,[[4.35432549235361E-17;4.35432549235361E-17;1.00570214208876][4.37480980112809E-17;4.33502705571304E-17;1.00584958247607][...]],0.321021136,5,329875496,10,DTLZ5
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=150, NonDominatedElites=0} Run 69",150,[150;300;600;1350;2400],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=150, NonDominatedElites=0}",01:18.2,6471,0,5,5,0.747871572,1324.533338,0.648626931,0.081093086,1323.785467,[[0.935440247126649;0.699506058544765;0.363154286800365][0.642838908363358;0.80849698088853;0.547800203235278][...]],0.115247832,10,1013756087,20,DTLZ5
