,Absolute Distance to BestKnownHypervolume,AgeGap,AgeInheritance,AgeLimits,AgingScheme,Algorithm Name,Algorithm Type,Analyzer.1,Analyzer.10,Analyzer.2,Analyzer.2.Dampening,Analyzer.4,Analyzer.5,Analyzer.6,Analyzer.7,Analyzer.8,Analyzer.9,Best known hypervolume,Crowding,DominateOnEqualQualities,EvaluatedSolutions,Execution Time,Generational Distance,Generations,Hypervolume,HypervolumeValues,LayerAnalyzer,LayerAnalyzer.1,LayerAnalyzer.8,LayerAnalyzer.UpdateInterval,LayerResults,MatingPoolRange,MaximumGenerations,NonDominatedElites,NumberOfLayers,OpenLayers,Pareto Archive,Pareto Front,ParetoFrontAnalyzer,ParetoFrontAnalyzer.0,ParetoFrontAnalyzer.1,ParetoFrontAnalyzer.10,ParetoFrontAnalyzer.2,ParetoFrontAnalyzer.2.HistogramName,ParetoFrontAnalyzer.2.MaximumIterations,ParetoFrontAnalyzer.2.StoreHistory,ParetoFrontAnalyzer.4,ParetoFrontAnalyzer.5,ParetoFrontAnalyzer.5.Dampening,ParetoFrontAnalyzer.7,ParetoFrontAnalyzer.8,ParetoFrontAnalyzer.9,ParetoFrontAnalyzer.UpdateInterval,ParetoFrontResults,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Age Distribution,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Archive,ParetoFrontResults.Pareto Front,ParetoFrontResults.ParetoFrontAges,ParetoFrontResults.ParetoFrontHypervolumeValues,ParetoFrontResults.Scatterplot,ParetoFrontResults.Spacing,PopulationSize,ReduceToPopulationSize,Seed,SelectedParents,SelectedParentsFactor,Selector.NumberOfSelectedSubScopes,Spacing,Terminator,Terminator.1,Terminator.1.Comparison,Terminator.1.ComparisonValue,Terminator.1.Threshold,Terminator.1.Type,TopLayerPopulationSize,TopLayerSelector,TopLayerSelector.CopySelected,TopLayerSelector.GroupSize,TopLayerSelector.NumberOfSelectedSubScopes
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 12",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,65.17284906,TRUE,300037,35:11.9,,7987,1330.818389,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.139771436,Population Age Distribution,1330.958161,1.583911041,0.416299488,1330.818389,ItemArray<IScope>,[[0;1.00069389071226;0][1.00069389064582;0;0][0;0;1.00069388935103][0.0889930430529624;0.394496617333571;0.517204229936168][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.140226738,6,TRUE,393326260,12,,,86.97762345,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 13",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,45.87817498,TRUE,300037,32:05.4,,7987,1330.841674,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.15825257,Population Age Distribution,1330.999926,1.144760993,0.258829418,1330.841674,ItemArray<IScope>,[[0;0;0.81490000522485][0;0.816266541885746;0][0.81585533346874;0;0][0.134009380770666;0.217835072979599;0.463502648987729][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.092933327,6,TRUE,1406011344,12,,,63.85853714,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 14",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,59.54498714,TRUE,300037,37:04.5,,7987,1330.943858,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.045879003,Population Age Distribution,1330.989737,0.807319042,0.042634658,1330.943858,ItemArray<IScope>,[[0;0;0.550514578022032][0.550514578022032;0;0][0;0.550514578022032;0][0.346642560040135;0.0902004125083217;0.113671605473575][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.0848249,6,TRUE,1753852311,12,,,89.24428731,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 15",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,50.52030085,TRUE,300037,00:46.1,,7987,1330.910905,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.082980886,Population Age Distribution,1330.993886,0.936124028,0.133225521,1330.910905,ItemArray<IScope>,[[0.680275023784837;0;0][0;0.675698458903639;0][0;0;0.675698458903639][0.11008254769638;0.187188840026489;0.297271387722869][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.057747427,6,TRUE,257775414,12,,,40.07576076,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 16",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,32.95299894,TRUE,300037,38:11.1,,7987,1330.988291,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.002496179,Population Age Distribution,1330.990788,0.50743785,0.009439736,1330.988291,ItemArray<IScope>,[[0;0.168834073560206;0.342784331167691][0.511125747398744;0;0][0;0;0.503088345795277][0;0.503097181605938;0][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.048838624,6,TRUE,1465393709,12,,,33.24176789,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 17",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,46.31447893,TRUE,300037,32:09.4,,7987,1330.948035,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.050188826,Population Age Distribution,1330.998224,0.747727422,0.013027103,1330.948035,ItemArray<IScope>,[[0;0.511437264655711;0][0;0;0.511433046059395][0.511449701202793;0;0][0.114112646246016;0.141604696035814;0.25571734228183][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.048637279,6,TRUE,1558308664,12,,,67.24874901,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 18",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,45.39332898,TRUE,300037,28:54.5,,7987,1330.618595,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.352871782,Population Age Distribution,1330.971467,1.41398745,0.410760183,1330.618595,ItemArray<IScope>,[[1.00955162596402;0;0][0;0;1.00955162596384][0;1.00955162596384;0][0.487988634874912;0.141735982234388;0.379827008877815][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.122840395,6,TRUE,146363843,12,,,58.82297109,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 19",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,36.85651429,TRUE,300037,32:52.2,,7987,1330.978049,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.016891783,Population Age Distribution,1330.994941,0.72939091,0.003656539,1330.978049,ItemArray<IScope>,[[0;0.500140204369004;0][0;0;0.500140204369004][0.500140204369004;0;0][0.0651814330473555;0.184888669137146;0.250070102184502][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.109147928,6,TRUE,1525386510,12,,,30.62017715,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 20",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,57.10487937,TRUE,300037,37:14.5,,7987,1330.525933,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.432422497,Population Age Distribution,1330.958355,1.414178159,0.408872912,1330.525933,ItemArray<IScope>,[[1.00857098805146;0;0][0;0;1.00857098805146][0;1.00857098805537;0][0.384297146355051;0.119988347670679;0.50428549402573][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.175722948,6,TRUE,107893943,12,,,62.33054029,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 21",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,60.10851888,TRUE,300037,42:57.7,,7987,1330.949998,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.04979456,Population Age Distribution,1330.999793,0.693260937,0.016870037,1330.949998,ItemArray<IScope>,[[0.516452875006046;0;0][0;0.516452875006223;0][0;0;0.516452875006223][0.0480591671688983;0.239087544812974;0.229306163024351][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.097669876,6,TRUE,1946942992,12,,,30.69396536,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 22",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,57.79710716,TRUE,300037,38:39.7,,7987,1328.203402,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,2.268980275,Population Age Distribution,1330.472383,2.8958554,1.251736173,1328.203402,ItemArray<IScope>,[[0;1.99963593778661;0][1.99963593778661;0;0][0;0;1.99963593778661][1.12479521500497;0.37493173833499;0.499908984446654][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.541572139,6,TRUE,1615740977,12,,,79.3458471,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 23",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,39.28520286,TRUE,300037,36:52.7,,7987,1330.967356,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.029687964,Population Age Distribution,1330.997044,0.70408281,0.010394739,1330.967356,ItemArray<IScope>,[[0;0;0.509192327463481][0;0.509192327463481;0][0.509192327463481;0;0][0.213741225086876;0.101966127189056;0.193484975187548][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.082289329,6,TRUE,935270083,12,,,49.56012853,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 24",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,49.41369708,TRUE,300037,36:46.1,,7987,1330.951961,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.044898056,Population Age Distribution,1330.996859,0.758867164,0.004708428,1330.951961,ItemArray<IScope>,[[0.500000042654236;0;0][0;0;0.500000042654236][0;0.500000042654236;0][0.18754900240851;0.16337035737006;0.149080682875666][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.096156326,6,TRUE,1620599076,12,,,43.37362439,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 25",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,49.71812174,TRUE,300037,41:34.5,,7987,1330.964054,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.025622083,Population Age Distribution,1330.989676,0.694598835,0.005151117,1330.964054,ItemArray<IScope>,[[0.501208679579356;0;0][0;0;0.501162624218587][0;0.50119214405192;0][0.259756370103658;0.218311482017129;0.0231297306572248][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.094891236,6,TRUE,12343175,12,,,50.50469224,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 26",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,34.1416482,TRUE,300037,38:35.1,,7987,1330.708389,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.274345979,Population Age Distribution,1330.982735,1.602436494,0.512123028,1330.708389,ItemArray<IScope>,[[0;1.12532175313592;0][1.12532175313592;0;0][0;0;1.12532175313592][0.274128994770276;0.32054487693322;0.530647881432424][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.148151587,6,TRUE,1788102459,12,,,31.17365747,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 27",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,55.82923847,TRUE,300037,35:28.0,,7987,1330.968847,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.029722971,Population Age Distribution,1330.99857,0.683374085,0.003670858,1330.968847,ItemArray<IScope>,[[0.500046279427224;0;0][0;0.500046279427224;0][0;0;0.500046265671472][0.125011568092351;0.125011568092351;0.250023136184701][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.083468448,6,TRUE,205550669,12,,,59.53497961,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 28",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,46.32333104,TRUE,300037,38:10.5,,7987,1330.894033,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.087529861,Population Age Distribution,1330.981563,1.131452831,0.196411926,1330.894033,ItemArray<IScope>,[[0;0;0.74467484733588][0;0.744674850220505;0][0.744674853821358;0;0][0.0611341734004084;0.248381747506106;0.435158932914844][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.052223872,6,TRUE,894657910,12,,,59.70923836,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 29",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,74.35748722,TRUE,300037,30:41.1,,7987,1330.677737,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.295666768,Population Age Distribution,1330.973403,1.443559008,0.414306315,1330.677737,ItemArray<IScope>,[[0;1.00308447704772;0][0;0;1.00308447704772][1.00308447704772;0;0][0.481163753355693;0.190902846266281;0.331017877425748][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.248129505,6,TRUE,1035448521,12,,,63.91623781,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
