,AgeGap,AgeLimits,Algorithm Name,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents,Problem
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 17",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,11:51.9,6135,5,5,0.146272284,38.63097492,113.2667052,1330.853518,[[0;0;0.791797580658404][0.791797582698461;0;0][0;0.791797581575803;0][0.440262999157663;0.138565321655445;0.21296926090436][...]],18.70924065,10,1589492684,20,DTLZ1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 18",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,11:09.4,5784,5,5,114.1206322,106.1120411,334.9107361,1216.260755,[[0;0;8.16115118105555][0;8.16115118105555;0][8.16115118105555;0;0][0;5.84422823718361;2.31692294387194][...]],50.24095335,10,1395923591,20,DTLZ1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 17",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,12:09.2,6471,5,5,0.032071227,63.23919731,116.5697296,1330.967743,[[0;0.508416455300253;0][0;0;0.508416455300253][0.508416455300253;0;0][0.317273414237412;0.280407839512414;0][...]],48.58298016,10,1531282877,20,DTLZ1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 17",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,12:35.9,6955,5,5,0.123986379,17.7984025,49.86057874,1330.869603,[[0;1.00771380494217;0][1.00771380507735;0;0][0;0;1.00771533201415][0.112691228827449;0.200407475387157;0.694619971252788][...]],16.61198871,10,1344172354,20,DTLZ1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 19",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,11:15.8,5784,5,5,52.41001046,77.62390579,250.5215436,1277.971377,[[0;0;7.91823138567241][7.91823138567241;0;0][0;7.91823225911453;0][1.51849863922381;2.30979871127266;4.08993503846691][...]],65.99481404,10,1304419826,20,DTLZ1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 18",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,11:55.7,6135,5,5,0.023951771,19.73395414,66.9167599,1330.97498,[[0;0;0.515719119682789][0.515512359168302;0;0][0;0.51548295063083;0][0.023825787063512;0.178693756497509;0.313146776179394][...]],15.8775524,10,193144267,20,DTLZ1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 18",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,12:13.9,6471,5,5,0.030576685,52.14519569,112.5361583,1330.969335,[[0;0.500025921919899;0][0;0;0.500025921919899][0.500025921919899;0;0][0.290411767534755;0.209614154385144;0][...]],65.43119468,10,1928083347,20,DTLZ1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 18",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,12:41.0,6955,5,5,0.017478861,15.46433284,43.72236735,1330.979366,[[0.513591888379771;0;0][0;0.51359186265919;0][0;0;0.513591943090319][0.200169670323556;0.115802990998403;0.197619283712226][...]],12.00905786,10,1950319918,20,DTLZ1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 20",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,11:18.3,5784,5,5,41.74223261,85.28426951,277.1232821,1288.639155,[[0;0;5.18741897539209][5.18741897539227;0;0][0;5.18741897539209;0][0.343321949462205;0.676535656811635;4.16756136911843][...]],58.44601502,10,1862516848,20,DTLZ1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 19",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,11:57.9,6135,5,5,1.068457642,19.18283658,68.64012053,1329.906531,[[0;0;1.88111973904147][1.88111973904147;0;0][0;1.88111973904147;0][1.42690322689911;0.363786997629872;0.0904295145124863][...]],16.46151904,10,1350418934,20,DTLZ1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 19",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,12:18.7,6471,5,5,0.028045333,59.9913486,155.7111259,1330.971906,[[0.528409595189061;0;0][0;0.528409595187817;0][0;0;0.528409595187817][0.0504261725621094;0.0431145347583735;0.434868887872663][...]],51.30648086,10,1081260346,20,DTLZ1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 19",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,12:41.5,6955,5,5,0.14456372,28.20632752,72.37892741,1330.851687,[[0.936056040143029;0;0][0;0;0.936055973074634][0;0.936055981450068;0][0.131927875044743;0.127767075387435;0.676361038311255][...]],21.85524975,10,768483104,20,DTLZ1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 20",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,12:01.0,6135,5,5,0.20308767,31.81484791,94.34528051,1330.78581,[[0;0;1.05149288075595][0;1.05149288075595;0][1.05149288075595;0;0][0.206091103516323;0.431172459999495;0.414229317240136][...]],21.46959528,10,1909896861,20,DTLZ1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 20",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,12:18.8,6471,5,5,0.013100133,42.52503731,123.0060414,1330.986439,[[0;0.520085630560374;0][0.520085365984102;0;0][0;0;0.52008497670607][0.0173043303625621;0.0919696834033114;0.410811221491066][...]],37.02741502,10,831589064,20,DTLZ1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 1",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,21:38.8,10982,10,8,0.056610754,38.87490259,58.68146721,1330.942522,[[0;0;0.500006856090273][0.500006856090273;0;0][0;0.500006856090273;0][0.181141220772148;0.235213616999952;0.0837710934856777][...]],48.49580641,5,1624448021,10,DTLZ1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 20",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,12:56.6,6955,5,5,0.059682447,21.15506167,57.23746281,1330.936393,[[0;0.623748681516656;0][0;0;0.623748802223833][0.621951363778106;0;0][0.394047474189213;0.17595205810743;0.0521477065716544][...]],25.39916604,10,1466841668,20,DTLZ1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 1",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,20:23.5,9026,10,9,0.063979571,28.8418679,86.88863161,1330.934722,[[0;0;0.500011533933808][0.500011531756972;0;0][0;0.500008985998345;0][0.110552356266724;0.0544511605492821;0.335007140202195][...]],22.72723465,5,595993908,10,DTLZ1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 1",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,18:53.4,7015,10,10,0.06617678,42.62724962,87.8192754,1330.927801,[[0.500000464640326;0;0][0;0;0.500000464640326][0;0.500000464640326;0][0.128431630784801;0.130457440820628;0.241111393034897][...]],46.68383866,5,1210072529,10,DTLZ1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 1",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,17:50.3,5983,10,10,0.636160249,83.27497566,210.0549064,1330.290923,[[1.24250358572119;0;0][0;1.24250358572119;0][0;0;1.24250358572119][0.286627042547188;0.509893560403387;0.445982982770613][...]],87.53376749,5,1247952206,10,DTLZ1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 2",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,22:05.4,10982,10,8,0.096485986,29.48228842,45.53350898,1330.902675,[[0.53829982123813;0;0][0;0;0.538299631698013][0;0.53829982123813;0][0.208015225515415;0.208015225515415;0.41603045103083][...]],15.82310229,5,944609911,10,DTLZ1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 2",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,20:42.3,9026,10,9,0.061951264,43.12745473,66.12086383,1330.936674,[[0.50000268247291;0;0][0;0.50000268247291;0][0;0;0.50000268247291][0.157123874171426;0.311902615892531;0.128800467223105][...]],63.82223163,5,1374455479,10,DTLZ1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 2",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,19:05.6,7015,10,10,0.033511975,43.74743972,86.07852863,1330.963571,[[0.500005282234117;0;0][0;0;0.500005282234117][0;0.500005282234117;0][0.156367199095251;0.18638455055273;0.194919850007394][...]],44.73201985,5,120636912,10,DTLZ1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 2",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,18:18.4,5983,10,10,1.258316415,59.27667877,197.1709131,1329.649504,[[0;0;1.58895915150722][0;1.58895915150722;0][1.58895915150722;0;0][0;1.04491362853772;0.544045522969503][...]],50.62365751,5,536050679,10,DTLZ1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 3",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,22:48.6,10982,10,8,0.067517935,37.40570555,52.90848045,1330.925729,[[0;0.500018796764589;0][0;0;0.500018796764589][0.500019321417621;0;0][0.209756589143867;0.292471447729264;0.189913274206432][...]],36.90327342,5,1806897147,10,DTLZ1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 3",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,21:45.0,9026,10,9,0.043157876,41.19526288,84.37958201,1330.95544,[[0;0;0.500000000057021][0;0.500000000057021;0][0.500000000057021;0;0][0.266844280679624;0.0984392589364681;0.134753650518258][...]],42.52022181,5,1485913390,10,DTLZ1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 3",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,20:46.5,7015,10,10,0.03583125,71.25520937,101.5579298,1330.962114,[[0;0.246411748837287;0.256717362711784][0;0.500015436688905;0][0;0;0.500015521102803][0.500015436688905;0;0][...]],52.83294268,5,747101103,10,DTLZ1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 3",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,18:56.5,5983,10,10,3.842743721,85.33700945,213.9429056,1327.058988,[[2.44670257592335;0;0][0;0;1.00387349059449][0;2.44670257592335;0][1.01334774749196;1.02353214696424;0.409822681467162][...]],63.00613793,5,351341858,10,DTLZ1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 4",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,23:24.7,10982,10,8,0.057159489,17.20614674,32.15891289,1330.938878,[[0.500186851649087;0;0][0;0.500186851649087;0][0;0;0.500186851649087][0.125046712912272;0.125046712912272;0.250093425824543][...]],15.07634929,5,1520491249,10,DTLZ1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 4",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,21:36.0,9026,10,9,0.059048334,22.75691769,54.79432714,1330.940871,[[0;0.500001504995772;0][0.500001505886882;0;0][0;0;0.500001504149783][0.0601489289045689;0.157669110154567;0.282185980558036][...]],19.4378637,5,1920700294,10,DTLZ1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 4",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,20:58.3,7015,10,10,0.047521327,68.3317603,114.7152861,1330.947436,[[0;0.500023251259851;0][0.500023251259673;0;0][0;0;0.500023251259673][0.0381728941751239;0.280188359526161;0.181661997558832][...]],90.58372412,5,606965399,10,DTLZ1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 4",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,18:43.6,5983,10,10,0.405568768,77.14499349,226.8410977,1330.568717,[[0;1.08739063125941;0][1.08739063125941;0;0][0;0;1.08739063125941][0.222400848671185;0.559365645986042;0.305624136602183][...]],72.34380306,5,1987105365,10,DTLZ1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 5",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,23:12.6,10982,10,8,0.044439895,25.89292094,49.1732145,1330.951155,[[0;0;0.500058305878081][0.500058305878081;0;0][0;0.500058305878081;0][0.12501457646952;0.12501457646952;0.250029152939041][...]],24.46446804,5,2024556888,10,DTLZ1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 5",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,18:51.1,5983,10,10,0.078809684,88.51258622,251.5986942,1330.917118,[[0;0.540955554517819;0][0.540955554517819;0;0][0;0;0.540955554517819][0.135238888629455;0.135238888629455;0.270477777258909][...]],66.22548167,5,876709014,10,DTLZ1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 5",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,20:54.3,7015,10,10,0.070591599,65.88335535,112.1858675,1330.927365,[[0;0;0.505157075342144][0;0.505157075342144;0][0.505157075342144;0;0][0.126289268835536;0.126289268835536;0.252578537671072][...]],71.97396983,5,907463887,10,DTLZ1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 5",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,21:35.3,9026,10,9,0.045130627,42.8437653,76.00821898,1330.953094,[[0;0;0.501495509035632][0.501495509035632;0;0][0;0.501495509035632;0][0.168114231447207;0.108330443233418;0.275281666843746][...]],56.27533589,5,424262332,10,DTLZ1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 6",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,23:14.4,10982,10,8,0.058295989,17.52472305,29.85964308,1330.941491,[[0;0.292564594460393;0.292564594460393][0;0.500115867398875;0][0.500115867398875;0;0][0;0;0.500115867398875][...]],17.36822725,5,1714948039,10,DTLZ1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 6",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,18:40.4,5983,10,10,14.1833041,71.90896342,207.527439,1316.772708,[[0;3.25931316486986;0][3.25931316486986;0;0][0;0;3.25931316486986][1.594801440144;1.41082067384865;0.253691050877201][...]],50.35401476,5,437845028,10,DTLZ1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 6",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,20:55.2,7015,10,10,0.062220145,36.91491926,68.26631311,1330.934554,[[0;0.500000000272227;0][0;0;0.500000000272227][0.500000000272227;0;0][0.125000000068057;0.125000000068057;0.250000000136113][...]],66.3401891,5,774384284,10,DTLZ1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 6",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,21:38.7,9026,10,9,0.048088913,42.97900689,59.80524809,1330.948147,[[0.501600197693019;0;0][0;0.501600197693019;0][0;0;0.501600197693019][0.218871976017734;0.0319281228287753;0.25080009884651][...]],52.68897391,5,1826705160,10,DTLZ1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 7",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,18:48.8,5983,10,10,0.08377388,85.85980448,254.4327324,1330.915948,[[0.553111379255455;0;0][0;0;0.553111379255455][0;0.553111379255455;0][0.182042588570006;0.229279044941392;0.141789745744057][...]],61.57080038,5,1483537839,10,DTLZ1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 7",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,23:21.4,10982,10,8,0.128087444,30.54620352,44.14882849,1330.861655,[[0;0;0.658829957088713][0.658834473474379;0;0][0;0.658834444747491;0][0.0914731899092902;0.283877718231951;0.283479637088474][...]],36.7433939,5,1141769900,10,DTLZ1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 7",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,20:58.6,7015,10,10,0.055175325,37.07721297,75.67953887,1330.9437,[[0;0.500013004378729;0][0.500013004378729;0;0][0;0;0.500013004378729][0.224312068027089;0.167431974458395;0.218493747641226][...]],28.34211463,5,1843991731,10,DTLZ1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 7",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,21:38.9,9026,10,9,0.039825365,34.86820065,67.04816104,1330.954394,[[0.500069509859912;0;0][0;0;0.500069509825806][0;0.500069509859557;0][0.268514925295954;0.127874294109319;0.103680290425596][...]],41.78786224,5,1284181513,10,DTLZ1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 8",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,18:42.3,5983,10,10,0.577765308,99.70554561,274.1801328,1330.385169,[[0;0;1.18129456624764][1.18129456721691;0;0][0;1.18129456624764;0][0.115872605678488;0.474774677445331;0.590647283123818][...]],46.77550889,5,2107876070,10,DTLZ1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 8",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,20:56.6,7015,10,10,0.131134112,35.37625797,66.27189246,1330.86281,[[0.543457055102358;0;0][0;0;0.543457055102358][0;0.543457055102358;0][0.399197724495547;0.246200950405945;0.399113895655984][...]],50.54629913,5,1951125075,10,DTLZ1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 8",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,23:18.3,10982,10,8,0.065424204,40.19305466,61.79676697,1330.921676,[[0.500016880605092;0;0][0;0.500016880605447;0][0;0;0.500003278236793][0.103306854573033;0.124661524362496;0.281647271189321][...]],50.00658879,5,596552308,10,DTLZ1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 8",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,21:37.7,9026,10,9,0.041340883,33.59133919,82.93828999,1330.956757,[[0;0.498358906329527;0.498358906329527][0.500005962130611;0;0][0;0;0.500005644892109][0;0.500003527737125;0][...]],30.73679772,5,702726956,10,DTLZ1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 9",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,18:51.5,5983,10,10,0.081947973,97.4977116,228.8031409,1330.836711,[[0;0;0.717886457216743][0.717886457216743;0;0][0;0.717886457216743;0][0.0996906037442526;0.381293322590965;0.236902530881525][...]],91.6255632,5,1418337549,10,DTLZ1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 9",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,20:45.9,7015,10,10,0.05173131,41.64547103,91.74732082,1330.945454,[[0;0;0.500000533720534][0.500000533720534;0;0][0;0.500000533720534;0][0.228464655084087;0.0215356117761806;0.250000266860267][...]],63.44486923,5,412727596,10,DTLZ1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 9",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,21:44.8,9026,10,9,0.049928676,46.7398678,78.53421031,1330.947522,[[0;0;0.500013888421435][0;0.500013888421435;0][0.500013888421435;0;0][0.11619159034151;0.248265610049593;0.165465941275352][...]],46.30322045,5,1108969958,10,DTLZ1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 9",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,23:19.6,10982,10,8,0.044114294,24.14481811,41.66455539,1330.951964,[[0;0;0.500461636861981][0.500461636861981;0;0][0;0.500461636861981;0][0.265091949219661;0.169096404997975;0.066740739288761][...]],21.1682011,5,186047280,10,DTLZ1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 10",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,18:53.4,5983,10,10,0.641956469,91.91122165,273.5206624,1330.346484,[[0;0;1.114536325633][0;1.114536325633;0][1.114536325633;0;0][0.407785323294027;0.269042056580334;0.437708945758636][...]],78.95243004,5,248237370,10,DTLZ1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 10",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,20:47.9,7015,10,10,0.059930136,52.8512009,112.2251758,1330.939388,[[0;0.503354960964241;0][0;0;0.503354960964241][0.503354960964241;0;0][0.157457526169284;0.157457526169284;0.188439908625673][...]],55.3884725,5,1071125334,10,DTLZ1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 10",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,21:37.6,9026,10,9,0.031634781,20.21799993,36.26213479,1330.967224,[[0;0.500000764087815;0][0.500000764087815;0;0][0;0;0.500000764087815][0.133132406148534;0.151943471813836;0.214924886128909][...]],17.10349423,5,487543324,10,DTLZ1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 10",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,23:21.7,10982,10,8,0.05928114,25.99253313,41.14831895,1330.938136,[[0;0;0.500000863525873][0;0.500000863525873;0][0.500000863525873;0;0][0.130994262190212;0.23169583811311;0.137310763222551][...]],30.52035819,5,1093472142,10,DTLZ1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 11",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,18:50.7,5983,10,10,7.925029846,72.57007834,195.3539129,1322.741292,[[0;0;2.83319161835013][0;2.83319161835013;0][2.83319227921891;0;0][0.835095352540824;1.01780181390672;0.980294845388715][...]],51.81589655,5,1468855772,10,DTLZ1
