,AgeGap,AgeLimits,Algorithm Name,BestKnownFront,Crowding,Encoding.ProblemSize,EvaluatedSolutions,Execution Time,Generations,NonDominatedElites,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,ProblemSize,ReferencePoint,Seed,SelectedParents,Spacing,TestFunction
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 10",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],2.874865854,40,300033,02:59.0,6386,3,3,3,0.029276477,1324.709135,0.319353944,0.001378965,1324.679858,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.0694211757351421;0.0694211757351421;0.995169031229922][...]],0.036324196,16,40,[11;11;11],1977283792,32,2.125145269,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 11",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],2.853108517,40,300033,03:02.2,6386,3,3,3,0.021204562,1324.711123,0.31430426,0.00139971,1324.689919,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.269286344427029;0.269286344427029;0.924645731840176][...]],0.047405014,16,40,[11;11;11],523843037,32,2.007283319,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 12",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],2.746766472,40,300033,01:55.7,6386,3,3,3,0.026383164,1324.711096,0.317934686,0.001364139,1324.684713,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.596158871232099;0.596158871232099;0.537763145355407][...]],0.044173927,16,40,[11;11;11],704060658,32,1.934937821,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 13",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],2.965150246,40,300033,01:50.4,6386,3,3,3,0.038789349,1324.710769,0.325652482,0.001648284,1324.671979,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.181257786257531;0.181257786257531;0.966587414485642][...]],0.043957467,16,40,[11;11;11],751753467,32,1.798362136,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 14",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],3.262475715,40,300033,02:06.0,6386,3,3,3,0.018438813,1324.711605,0.317181421,0.001317921,1324.693167,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.619585535249354;0.619585535249354;0.481899915977936][...]],0.03149628,16,40,[11;11;11],1927749357,32,1.907680974,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 15",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],2.784786049,40,300033,02:11.9,6386,3,3,3,0.02241606,1324.711187,0.328281331,0.002168717,1324.688771,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.175939781507964;0.175939781507964;0.968550662880295][...]],0.029285359,16,40,[11;11;11],1919671344,32,1.443927355,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 16",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],3.703141653,40,300033,02:12.9,6386,3,3,3,0.017861019,1324.71025,0.313267355,0.001213118,1324.692389,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.587991109249187;0.587991109249186;0.555457388903796][...]],0.047400032,16,40,[11;11;11],1291126020,32,2.753013222,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 17",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],3.391104451,40,300033,02:19.5,6386,3,3,3,0.020576543,1324.708946,0.320112339,0.001903899,1324.68837,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.371389761647446;0.371389761647446;0.850963741816834][...]],0.038217425,16,40,[11;11;11],710831337,32,2.198036302,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 18",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],3.330021666,40,300033,02:00.6,6386,3,3,3,0.026097872,1324.711673,0.321628202,0.00087164,1324.685575,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.0679810280368304;0.0679810280368304;0.995367851426854][...]],0.039624136,16,40,[11;11;11],1165444249,32,2.268655509,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 19",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],3.456187857,40,300033,02:12.7,6386,3,3,3,0.054171392,1324.709325,0.328367849,0.00190916,1324.655154,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.466391196714055;0.466391196714055;0.751637215187794][...]],0.034466863,16,40,[11;11;11],1378314585,32,1.941132394,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 20",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],2.761115759,40,300033,02:13.9,6386,3,3,3,0.053576659,1324.708486,0.324382432,0.001591842,1324.654909,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.490655638223379;0.490655638223379;0.720079224362998][...]],0.048358834,16,40,[11;11;11],871062916,32,2.133786602,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 21",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],2.841928085,40,300033,02:44.5,6386,3,3,3,0.015405098,1324.708161,0.322323534,0.002003352,1324.692756,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.347628942421638;0.347628942421637;0.870808955386672][...]],0.024307832,16,40,[11;11;11],350029665,32,1.928537059,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 22",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],2.698437875,40,300033,02:40.0,6386,3,3,3,0.017757953,1324.706978,0.314944914,0.002649132,1324.68922,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.118625665193008;0.118625665193008;0.985827521991059][...]],0.049150519,16,40,[11;11;11],2030459366,32,1.926189803,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 23",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],2.714089762,40,300033,02:15.0,6386,3,3,3,0.008209044,1324.71279,0.312910888,0.001648709,1324.704581,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.117591307236167;0.117591307236167;0.986075336333375][...]],0.033790134,16,40,[11;11;11],211139427,32,1.366815891,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 24",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],3.053949923,40,300033,02:13.3,6386,3,3,3,0.037866016,1324.709252,0.319600704,0.001474852,1324.671386,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.441938180516391;0.441938180516391;0.780628778103731][...]],0.057315263,16,40,[11;11;11],1661034841,32,2.374421389,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 25",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],3.386421563,40,300033,02:17.9,6386,3,3,3,0.045692161,1324.710356,0.318878121,0.001364379,1324.664664,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.344907163968323;0.344907163968323;0.872970845152722][...]],0.052211029,16,40,[11;11;11],894248044,32,2.040039275,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 26",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],3.476286411,40,300033,02:15.8,6386,3,3,3,0.021443835,1324.70824,0.313375382,0.001918627,1324.686797,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.124954578455467;0.124954578455467;0.984262519171605][...]],0.041152947,16,40,[11;11;11],1443269540,32,1.76075568,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 27",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],3.784867457,40,300033,02:16.7,6386,3,3,3,0.022264899,1324.709793,0.311414188,0.001838563,1324.687529,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.127449355737669;0.127449355737669;0.983622551309244][...]],0.045170091,16,40,[11;11;11],1687064079,32,3.108425656,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 28",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],2.739887787,40,300033,02:07.4,6386,3,3,3,0.028751436,1324.706786,0.323486818,0.001825547,1324.678034,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.468422669298845;0.468422669298845;0.749106404841054][...]],0.033238058,16,40,[11;11;11],2146067317,32,1.987865582,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 29",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],3.035413686,40,300033,02:17.4,6386,3,3,3,0.021847817,1324.709512,0.323000141,0.001979196,1324.687664,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.390869213186757;0.390869213186757;0.833332176485183][...]],0.020320287,16,40,[11;11;11],142085670,32,1.639740897,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 30",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],2.899870681,40,300033,04:39.6,6386,3,3,3,0.019693442,1324.710618,0.310417325,0.001373216,1324.690925,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.591535599871603;0.591535599871603;0.547878880929978][...]],0.052617653,16,40,[11;11;11],123060941,32,2.112523865,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 31",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],3.247652356,40,300033,03:03.3,6386,3,3,3,0.033694467,1324.710947,0.322373266,0.001623533,1324.677252,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.603007340466063;0.603007340466063;0.522268412493127][...]],0.034750322,16,40,[11;11;11],1748085448,32,1.912359992,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 32",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],3.307858543,40,300033,02:40.5,6386,3,3,3,0.04563134,1324.710186,0.320157934,0.001143076,1324.664555,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.456383679610177;0.456383679610177;0.763824504693945][...]],0.041192764,16,40,[11;11;11],1859844261,32,2.537814844,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 33",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],3.433564916,40,300033,02:15.9,6386,3,3,3,0.032285888,1324.710938,0.334649865,0.001315774,1324.678652,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.38971159965287;0.389711599652869;0.834415806532932][...]],0.027795451,16,40,[11;11;11],606092065,32,2.286404879,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 34",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],3.468046115,40,300033,02:08.2,6386,3,3,3,0.07473012,1324.709458,0.327210804,0.001539818,1324.634728,[[0.707106781186548;0.707106781186547;0][4.32963728535968E-17;4.32963728535968E-17;1][0.697289962942168;0.697289962942168;0.166052447016657][...]],0.047162009,16,40,[11;11;11],456135018,32,2.777995191,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 35",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],3.253089805,40,300033,02:03.9,6386,3,3,3,0.021785838,1324.709028,0.312434137,0.000904954,1324.687242,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.147184320287475;0.147184320287475;0.978096903033144][...]],0.055723319,16,40,[11;11;11],643329471,32,2.67567111,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 36",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],2.72297009,40,300033,02:06.4,6386,3,3,3,0.008270357,1324.712584,0.309778039,0.001059594,1324.704313,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.123181424349284;0.123181424349284;0.984709436021897][...]],0.050532934,16,40,[11;11;11],1772906534,32,1.407367047,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 37",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],2.367477654,40,300033,02:05.7,6386,3,3,3,0.035237718,1324.707095,0.31662256,0.001928925,1324.671857,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.602210455840547;0.602210455840546;0.524104124914737][...]],0.045088772,16,40,[11;11;11],759077858,32,1.61816337,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 38",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],2.898970731,40,300033,02:04.9,6386,3,3,3,0.041781996,1324.71126,0.324395634,0.001428297,1324.669478,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.577539880240018;0.577539880240018;0.576970860152132][...]],0.033620215,16,40,[11;11;11],1156349018,32,1.828178651,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 39",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],2.9222606,40,300033,02:04.4,6386,3,3,3,0.012448651,1324.707919,0.318320644,0.001715132,1324.695471,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.111214009477259;0.111214009477259;0.98755399254521][...]],0.036820522,16,40,[11;11;11],100543626,32,2.21295796,DTLZ6
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3} Run 40",150,[150;300;600],"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=150, NonDominatedElites=3}",[[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]],3.281763594,40,300033,01:57.5,6386,3,3,3,0.039972842,1324.710025,0.316531914,0.001254009,1324.670053,[[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.595827143033622;0.595827143033622;0.538497939874223][...]],0.049696384,16,40,[11;11;11],640603348,32,2.120546537,DTLZ6
