,Absolute Distance to BestKnownHypervolume,AgeGap,AgeInheritance,AgeLimits,AgingScheme,Algorithm Name,Algorithm Type,Analyzer.0,Analyzer.1,Analyzer.10,Analyzer.2,Analyzer.2.Dampening,Analyzer.4,Analyzer.5,Analyzer.6,Analyzer.7,Analyzer.8,Analyzer.9,Best known hypervolume,BestKnownFront,Bounds,Crowding,DominateOnEqualQualities,Encoding.Bounds,Encoding.ProblemSize,EvaluatedSolutions,Execution Time,Generational Distance,Generations,Hypervolume,HypervolumeValues,LayerAnalyzer,LayerAnalyzer.0,LayerAnalyzer.1,LayerAnalyzer.8,LayerAnalyzer.UpdateInterval,LayerResults,MatingPoolRange,MaximumGenerations,NumberOfLayers,OpenLayers,Pareto Archive,Pareto Front,ParetoFrontAnalyzer,ParetoFrontAnalyzer.0,ParetoFrontAnalyzer.1,ParetoFrontAnalyzer.10,ParetoFrontAnalyzer.2,ParetoFrontAnalyzer.2.HistogramName,ParetoFrontAnalyzer.2.MaximumIterations,ParetoFrontAnalyzer.2.StoreHistory,ParetoFrontAnalyzer.4,ParetoFrontAnalyzer.5,ParetoFrontAnalyzer.5.Dampening,ParetoFrontAnalyzer.7,ParetoFrontAnalyzer.8,ParetoFrontAnalyzer.9,ParetoFrontAnalyzer.UpdateInterval,ParetoFrontResults,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Age Distribution,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Archive,ParetoFrontResults.Pareto Front,ParetoFrontResults.ParetoFrontAges,ParetoFrontResults.ParetoFrontHypervolumeValues,ParetoFrontResults.Scatterplot,ParetoFrontResults.Spacing,PopulationSize,ProblemSize,ReduceToPopulationSize,Seed,SelectedParents,SelectedParentsFactor,Selector.NumberOfSelectedSubScopes,Spacing,Terminator,Terminator.1,Terminator.1.Comparison,Terminator.1.ComparisonValue,Terminator.1.Threshold,Terminator.1.Type,TestFunction,TopLayerPopulationSize,TopLayerSelector,TopLayerSelector.CopySelected,TopLayerSelector.GroupSize,TopLayerSelector.NumberOfSelectedSubScopes
ALPS with NSGA2 Run 48,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.307426515,TRUE,[[0;1]],50,180045,00:12.7,0.654448381,900,120.5566436,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.110023104,Population Age Distribution,120.6666667,0.307426515,0.654448381,120.5566436,ItemArray<IScope>,[[0;1.01071807466889][1;0.00548240414681038][0.46770583497981;0.324736045020579][0.927626007349212;0.0426382894414817][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.121373442,7,50,TRUE,536716038,,2,200,0.121373442,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT1,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 46,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.387045576,TRUE,[[0;1]],50,180045,00:13.5,1.091516156,900,120.2963012,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.037032131,Population Age Distribution,120.3333333,0.387045576,1.091516156,120.2963012,ItemArray<IScope>,[[0;1.00000649576081][1;1.3453640088949E-05][0.545920749690386;0.703384493947353][0.664060544258302;0.559449038030887][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.102617111,7,50,TRUE,997432121,,2,200,0.102617111,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT2,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 46,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.329321956,TRUE,[[0;1]],50,180045,00:13.4,0.683801066,900,128.5029506,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.275165541,Population Age Distribution,128.7781161,0.329321956,0.683801066,128.5029506,ItemArray<IScope>,[[0.851843233089505;-0.751342567057413][0;1.04055608334987][0.823348473910262;-0.436265204416326][0.453947116859592;-0.0971880714273978][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.157116768,7,50,TRUE,1608444813,,2,200,0.157116768,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT3,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 49,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.360563969,TRUE,[[0;1]],50,180045,00:12.4,0.761918779,900,120.6108735,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.055793168,Population Age Distribution,120.6666667,0.360563969,0.761918779,120.6108735,ItemArray<IScope>,[[0;1.00120596763884][1;0.000637512739776358][0.65054580634689;0.241575909320224][0.445209860562905;0.333726900891339][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.246462421,7,50,TRUE,2046954962,,2,200,0.246462421,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT1,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 47,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.392443321,TRUE,[[0;1]],50,180045,00:13.3,1.103535115,900,120.2742542,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.05907911,Population Age Distribution,120.3333333,0.392443321,1.103535115,120.2742542,ItemArray<IScope>,[[1;0.0013857665869875][0;1.00068672866985][0.442141170244987;0.839513810562313][0.590128908967372;0.663828985875101][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.124490979,7,50,TRUE,37845510,,2,200,0.124490979,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT2,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 47,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.379239311,TRUE,[[0;1]],50,180045,00:13.5,0.689158365,900,128.7267663,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.051349844,Population Age Distribution,128.7781161,0.379239311,0.689158365,128.7267663,ItemArray<IScope>,[[0;1.00272648403418][0.851871211266823;-0.771899275858708][0.257619168810433;0.244197918339296][0.185976941981267;0.650195588828878][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.105630606,7,50,TRUE,515274373,,2,200,0.105630606,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT3,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 50,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.382617607,TRUE,[[0;1]],50,180045,00:12.5,0.805169732,900,120.5680235,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.098643165,Population Age Distribution,120.6666667,0.382617607,0.805169732,120.5680235,ItemArray<IScope>,[[0;1.01017290781413][1;0.00501127260659801][0.267895531805132;0.490127091446818][0.423325742214583;0.357774063083538][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.161467798,7,50,TRUE,429806694,,2,200,0.161467798,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT1,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 48,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.351899875,TRUE,[[0;1]],50,180045,00:13.0,1.117731204,900,120.2830674,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.05026598,Population Age Distribution,120.3333333,0.351899875,1.117731204,120.2830674,ItemArray<IScope>,[[1;0.000587956558415862][0;1.00029379294461][0.478635980922773;0.773633637245048][0.632197698939028;0.601068588616145][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.070167667,7,50,TRUE,376561164,,2,200,0.070167667,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT2,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 48,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.385011975,TRUE,[[0;1]],50,180045,00:12.8,0.707686712,900,128.7458969,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.032219272,Population Age Distribution,128.7781161,0.385011975,0.707686712,128.7458969,ItemArray<IScope>,[[0;1.00059147228765][0.851823814134787;-0.773050412739129][0.618587936111414;-0.127190468673643][0.409351741054535;0.242047258634931][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.119370866,7,50,TRUE,1742886742,,2,200,0.119370866,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT3,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 49,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.386559139,TRUE,[[0;1]],50,180045,00:11.4,0.980326196,900,120.2762438,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.057089512,Population Age Distribution,120.3333333,0.386559139,0.980326196,120.2762438,ItemArray<IScope>,[[1;0.000288765895099394][0;1.00014263523523][0.549712409253463;0.704436057607622][0.259355670706951;0.934609113164766][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.183632612,7,50,TRUE,1464295544,,2,200,0.183632612,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT2,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 49,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.372510909,TRUE,[[0;1]],50,180045,00:11.4,0.710331355,900,128.7262031,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.05191299,Population Age Distribution,128.7781161,0.372510909,0.710331355,128.7262031,ItemArray<IScope>,[[0;1.00344420618629][0.851923990278277;-0.771509870300676][0.453944874482736;-0.121714814221796][0.409462950267163;0.242609341789039][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.069024921,7,50,TRUE,1034186092,,2,200,0.069024921,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT3,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 50,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.368617685,TRUE,[[0;1]],50,180045,00:08.4,0.99684846,900,120.2609683,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.07236507,Population Age Distribution,120.3333333,0.368617685,0.99684846,120.2609683,ItemArray<IScope>,[[0;1.00072519616049][1;0.00144904226326383][0.731918986360458;0.46613383216514][0.489003045289497;0.762704087175109][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.156402338,7,50,TRUE,633381040,,2,200,0.156402338,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT2,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 50,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.367029118,TRUE,[[0;1]],50,180045,00:08.4,0.73727652,900,128.6900262,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.08808994,Population Age Distribution,128.7781161,0.367029118,0.73727652,128.6900262,ItemArray<IScope>,[[0.851868504111145;-0.768084060357695][0;1.00979205962193][0.652640411049263;-0.452411564935837][0.409303730185959;0.248961584439399][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.071689801,7,50,TRUE,1566309362,,2,200,0.071689801,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT3,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 1,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.075517099,TRUE,[[0;1][-5;5]],30,180045,00:07.9,0.354658319,900,114.6514674,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,6.015199274,Population Age Distribution,120.6666667,0.075517099,0.354658319,114.6514674,ItemArray<IScope>,[[0;1][0.953681886135293;0.562671199296214][0.374434522615755;0.726851221943314][0.519331714375643;0.676991904135598][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.04019782,7,30,TRUE,1310005370,,2,200,0.042427482,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT4,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 1,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.430809054,TRUE,[[0;1]],30,180045,00:08.6,1.875724459,900,117.4931975,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.025377707,Population Age Distribution,117.5185752,0.447012163,1.875724459,117.4931975,ItemArray<IScope>,[[1;0][0.28077531881537;0.921165220344127][0.896986524615973;0.195415174657359][0.610029087131306;0.627864512853746][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.130327147,7,30,TRUE,1276498851,,2,200,0.12466474,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT6,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 2,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.0762598,TRUE,[[0;1][-5;5]],30,180045,00:07.2,0.347234489,900,113.6212557,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,7.045410985,Population Age Distribution,120.6666667,0.0762598,0.347234489,113.6212557,ItemArray<IScope>,[[0;1][1;0.659157501882725][0.252411357743441;0.828855987317266][0.114875390958875;0.884561331179909][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.035221353,7,30,TRUE,294014958,,2,200,0.03680385,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT4,16,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 2,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.429450053,TRUE,[[0;1]],30,180045,00:08.7,1.859389607,900,117.4922122,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.026362957,Population Age Distribution,117.5185752,0.429450053,1.859389607,117.4922122,ItemArray<IScope>,[[1;0][0.280775318815464;0.921165220344074][0.583157998207357;0.659926749126788][0.463083331442401;0.785553828140207][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.028093348,7,30,TRUE,1260478999,,2,200,0.029459552,MultiTerminator,Evaluations < 180000,Less,EvaluatedSolutions,180000,ComparisonTerminator<IntValue>,ZDT6,16,CrowdedTournamentSelector,TRUE,2,200
